msg_time,driver_code,driver_name,speaker,is_audio_only,text,gp,suspect
16:40,LAW,Lawson,driver,False,"Oh man, such a bad luck. It's so hard to drive.",Hungarian,False
16:41,OCO,Ocon,driver,False,There's a high chance. I broke the floor Three,Hungarian,False
16:41,LIN,Lindblad,driver,False,"I mean, for me, we seem genuinely competitive, so let's throw everything at it.",Hungarian,False
16:42,GAS,Gasly,driver,False,"Focus on tomorrow, thanks guys. Alright, thank you.",Hungarian,False
17:02,NOR,Norris,driver,False,"Oh, just go whatever is to be honest. Thank you very much",Hungarian,False
17:11,PIA,Piastri,engineer,False,Being blessed.,Hungarian,False
17:12,VER,Verstappen,driver,False,The course is completely broken aerodynamically. It's getting worse and worse. What a weekend.,Hungarian,False
17:12,HAM,Hamilton,driver,True,AUDIO ONLY,Hungarian,False
17:13,RUS,Russell,engineer,False,so stop stop stop stop stop stop stop,Hungarian,False
12:26,RUS,Russell,driver,True,AUDIO ONLY,Hungarian,False
12:42,BOT,Bottas,driver,False,The rear end overall was a bit all over the place in that mountain.,Hungarian,False
12:47,BOT,Bottas,engineer,False,"Do you have any vibrations? Yes, sadly this set is gone. The vibration is too big.",Hungarian,False
12:51,PER,Perez,driver,False,I lost the engine. I've had a massive break. It looks like the brakes are on fire on the back.,Hungarian,False
13:03,HAD,Hadjar,driver,False,"Ouch, that was tough on the floor.",Hungarian,False
13:21,HAD,Hadjar,driver,False,Enjoyable,Hungarian,False
13:31,SAI,Sainz,engineer,False,"Check the guard, I destroy the black in front for it. Copy, will check it.",Hungarian,False
16:55,PER,Perez,driver,True,AUDIO ONLY,Hungarian,False
17:05,GAS,Gasly,engineer,False,"If something feels wrong on the car, it's extremely bad. Okay, worse than P1, question? Yes, I have a look, it just feels broken in turn 12, something with the front is wrong.",Hungarian,False
17:07,RUS,Russell,driver,False,"Look at that dreadful display, the car is so out of balance.",Hungarian,False
17:09,ANT,Antonelli,engineer,False,"My god, they almost spun twice on braking. What is going on? Yeah, copy. I think we should both drop a bit of air balance That's all you think No, but I keep blocking the rear",Hungarian,False
17:26,HAD,Hadjar,driver,False,"The mess, the chicane, I don't know what the f*** is happening, I'm slowing down as hard as I can, and I can't, just can't hit the apex, like, I have to handbrake the corner. Copy, keep walking on the suggestion.",Hungarian,False
17:37,ANT,Antonelli,driver,False,"Yeah, but I keep locking the rear, man. It's it's too much",Hungarian,False
17:50,LIN,Lindblad,driver,False,"Yeah, I mean I thought it's different but what the cross practice",Hungarian,False
13:25,GAS,Gasly,driver,True,AUDIO ONLY,Hungarian,False
13:36,VER,Verstappen,driver,False,"I can't believe all these guys, that was actually really dangerous, I could even slam on the brakes",Hungarian,False
13:38,BOR,Bortoleto,driver,False,You think the damper is okay on the right side. I had a lot of bouncing out of 13.,Hungarian,False
13:41,VER,Verstappen,driver,False,"and the car is jumping like crazy, really bad jumping on the front axle, really bad.",Hungarian,False
13:44,LAW,Lawson,engineer,False,"I had some really, really bad engine braking as well at my low speed. Switchy last sector. Just really difficult to drive the car.",Hungarian,False
13:51,HAM,Hamilton,driver,False,That car feels pretty bad. Right. Very poor. We're all stiff. It's too stiff.,Hungarian,False
14:01,FOR,Fornaroli,engineer,False,The rear wing is working well,Hungarian,
14:03,VER,Verstappen,driver,False,"How are shifts? Same, it's not good. What's ride? Same, not good. And lag? A little bit better in the last corner now because of the gear.",Hungarian,False
14:09,HAM,Hamilton,driver,True,AUDIO ONLY,Hungarian,False
14:10,HAM,Hamilton,driver,True,AUDIO ONLY,Hungarian,False
14:10,HAM,Hamilton,driver,False,"Something's wrong with the upshifts and downshifts, like downgraded upshifts and downshifts all the time.",Hungarian,False
14:22,LEC,Leclerc,driver,False,"Uh, that's a big broke. Copy, boss.",Hungarian,False
14:35,FOR,Fornaroli,engineer,False,"Thanks guys for a good weekend, we really thought about the mistake on the top half.",Hungarian,
14:24,HAM,Hamilton,driver,True,AUDIO ONLY,Monaco,False
14:28,LAW,Lawson,driver,False,Well done everybody. You're doing a good job. You've done my best. Today doesn't make it worth it. Thank you Liam. 0:11.5,Monaco,True
15:04,VER,Verstappen,driver,False,What should I do? Just bring it home for these guys. 0:7.3,Monaco,False
15:09,VER,Verstappen,driver,False,"Oh, nice. What the f***, guys? What the f***? 0:5.7",Monaco,False
15:09,NOR,Norris,driver,False,But it's outside his grid box 0:6.6,Monaco,False
15:13,HAM,Hamilton,driver,False,Where is the foster despite the entry free and then 34 0:5.6,Monaco,False
15:22,HAD,Hadjar,engineer,False,I don't know. I don't know. 0:6.3,Monaco,False
15:23,RUS,Russell,driver,False,How do I hide the front left grain and he won't be out for much longer I don't think. Just make sure you've got good tyres when he does get out of the way. 0:10.2,Monaco,False
15:26,RUS,Russell,engineer,False,"And George, how much pace would you have in clear air? At least one second, I think. 0:8.8",Monaco,False
15:28,HAD,Hadjar,engineer,False,board six board six we're looking to it mate we're looking to it also the pilot is down the pilot 0:11.2,Monaco,False
15:37,HAD,Hadjar,driver,False,"Yeah, no power out of 8. Out of 8. Yeah, copy that, mate. We can see the issue. We're trying to work on a fix. You're doing a great job. Engine 3, position 11. Engine 3, position 11. 0:13.7",Monaco,False
15:38,RUS,Russell,driver,False,That's a lot in advance it they can't keep it on the truck. They need to get the dismount copy It is our break itself. We don't know tires 0:12.4,Monaco,False
15:40,SAI,Sainz,engineer,False,"What do you think about Plan B? Err, repeat what was Plan B, now I forgot it. Take IA, heading out at the stop. 0:9.5",Monaco,False
15:41,SAI,Sainz,driver,False,"It's up to you, you already followed me. 0:3.9",Monaco,False
15:42,BEA,Bearman,driver,False,"Sorry guys, on our weekend. Yeah, sorry Oli. We'll go again next week. Yeah. 0:7.1",Monaco,False
15:47,HAD,Hadjar,driver,False,"Hey, the problem is still real. Yeah, we're still looking for another fix. We are looking for another fix 0:8.2",Monaco,False
15:57,NOR,Norris,engineer,False,ladder we want to do the holding strategy on Russell we want to build up the seconds over the next couple of laps 0:9.4,Monaco,False
16:00,NOR,Norris,engineer,False,"Lado, we're going to box this lap and retire the car, we're going to box the lap and retire the car. 0:8.8",Monaco,False
16:02,ALB,Albon,driver,False,"Is there a reason for this? Because if I'm Peter, what should I do? I mean, I'm happy to do it, but are we just risking something for nothing? 0:14.5",Monaco,False
16:04,NOR,Norris,driver,False,Something's wrong. I got nothing my battery 0:6.1,Monaco,False
16:05,SAI,Sainz,engineer,False,"You end point now, no mistake. 0:4.1",Monaco,False
16:07,ANT,Antonelli,engineer,False,"And if we were to stop again, I'm a safety car, we have plenty of margin, you just have to be really careful on the entry and exit. What you did last time was perfectly fine. Yeah, but I don't think we need to stop. No, no, no, it's only a safer car. You can get a free stop, that's all. 0:18.6",Monaco,False
16:14,ANT,Antonelli,driver,False,And there's something weird with the engine off the hill. Let's have a look. 0:6.8,Monaco,False
16:16,ANT,Antonelli,engineer,False,"Okay, give me fastest lap, we don't beat them. 0:06",Monaco,False
16:23,ANT,Antonelli,driver,False,"What do I do I was too late, okay 0:9.3",Monaco,False
16:29,RUS,Russell,driver,False,"And have I served my penalty or not? I spent about 10 seconds in the pit lane. Not listening to Hajar. Watch, let's talk about it after. Yeah, I just need to know. If I'm in a 5 second penalty and I'm still behind Hajar on hard times... George, I'll give you the messages as the messages come through, okay? Yeah, alright, thanks. 0:20.5",Monaco,True
16:31,LEC,Leclerc,driver,False,"Honestly, I'm not even going to take the f***ing plane. Please f***ing brake! 0:8.3",Monaco,False
16:57,RUS,Russell,driver,False,"And Josh, thank you, Alex. Way more than thanks, Alex. Can't be. 0:08",Monaco,False
17:10,PIA,Piastri,engineer,False,"Oscar, the FAA have said unlikely discrepancy for the standing restock would be some laps behind the safety car. They've said they'll take a very dim view if people leave for more than 10 car lengths. 0:14.7",Monaco,False
17:13,HAD,Hadjar,engineer,False,"Yeah, keep pushing, keep pushing, aeronaut power, it's coming back. 0:10.3",Monaco,False
17:22,HAM,Hamilton,engineer,False,"And delay turn in 5 and 6. Thank you, sir. 0:6.3",Monaco,False
17:28,HAM,Hamilton,engineer,False,"And well done, Lewis. Great job, guys. Sorry I couldn't pull the win. Sorry I couldn't get the win in the end. They just had the upper hand on us this weekend. But mega result. Really grateful for all the hard work. And let's continue to push. Thank you. Grazie a tutti. Grazie a tutti, Lewis. For today, we can be happy. 0:39.2",Monaco,False
17:32,LIN,Lindblad,engineer,False,"Pistons, Arvid, well done. Well, congratulations, everyone. Unbelievable result. Amazing work. Yeah, thank you to everyone. Thank you to everyone on the track and fans and all the team kids as well. Amazing result from the team. Congratulations. Arvid, it's Arlen. Well done, mate. Thank you for your patience. Thank you for your team play. It paid off. Brilliant, brilliant stuff. Yeah, congratulations, guys. Thanks, Arlen. It was a real team effort today. We got some luck, but amazing execution from everyone. So, thank you. Well done, well done. Everyone is being big time here, Arvid. Very good difference. 0:48.4",Monaco,False
17:34,PIA,Piastri,engineer,False,"Good afternoon mate, that was good, good progress from an E7 start. Yep, yeah well done, uh yeah, Debra did make up those three spots on pace but uh, we stuck in at 1 .2 and well done. Yeah I heard what you said, we will be obviously doing everything we can for the bay and Austin. Just to say again, good good job mate, I know we did lag pace but uh we kept it clean, we stayed out of trouble most of it and uh, it's a good result for the way we're going this weekend. 0:36.4",Monaco,False
17:36,ALB,Albon,engineer,False,"Alex it was a tough afternoon to walk away with, V8 is a good result, well done to you, I know it's tough out there with all the battery issues and the car, I'll look into that, but well done, V8, really good points, we'll keep moving forward. Yeah thanks James. Yeah it'll be interesting to see how everyone watches this. Hey so who is it? Straight by Steve. Yeah well done, it's been a weekend so thanks everyone, thanks for all the hard work. 0:27.6",Monaco,False
17:38,OCO,Ocon,engineer,False,"Nice job. We definitely deserve this one. Yeah, good job, guys. Good job. Hats off to the strategists today. That was quite impressive. Thank you. Shout out to Hazard and Edge. Yes. Okay, Aseran. We're P9, actually, because Niko got a 10 -second penalty. Copy that. Awesome. Awesome. Was Hatch our third? Yes, yes, he is, actually. Yeah, super happy for him. That's nice. I'm very happy for us, too. So, P1, wait a few seconds, and go to P0. Thank you for this weekend, guys. Thank you, man. 0:44.2",Monaco,False
15:59,GAS,Gasly,driver,False,"I'm feeling the sun, I'm feeling the sun, it's pretty hot. 0:6.2",Monaco,False
16:01,LIN,Lindblad,engineer,False,"I mean, both the styles are harsher than what we had in Detroit. We are in a better place. 0:6.4",Monaco,False
16:02,HAM,Hamilton,driver,False,Charles backing into me 0:5.9,Monaco,False
16:05,HAD,Hadjar,driver,False,"Man, that's the worst rep. Oh, come on. Yeah, we're going to bleed. 0:7.6",Monaco,False
16:15,BOR,Bortoleto,driver,False,I broke the front suspension. 0:4.9,Monaco,False
16:26,BEA,Bearman,engineer,False,"10 -4 -3, that's clear, ping. I'm lucky with that yellow. F***, man, so lucky. Yeah, sorry, I'll leave. Oh, guys, I gave it everything on the path, I'm sorry. We needed more of them. 0:17.7",Monaco,False
16:27,OCO,Ocon,engineer,False,"P -17, signs with us. Oh, yes, yes, yes. Yep. 0:8.5",Monaco,False
16:29,BEA,Bearman,driver,False,"I'm so sorry guys because it all works out fine for them. I'm really sorry. Yeah, it's what sometimes other 0:7.8",Monaco,False
16:32,VER,Verstappen,driver,False,"You know that? What the f*** are you doing? You're like a mechanic, an idiot. 0:7.6",Monaco,False
16:41,RUS,Russell,driver,False,"If you think we need a drop flap, if you're seeing something with surface imbalance, then you shout. We just think we need to be sliding the front some more and overheating the rears less. 0:15.3",Monaco,False
16:46,LEC,Leclerc,engineer,False,"I'm supposed to be pushing, but we need to be clear on the driver, I push, or I don't. 0:6.4",Monaco,False
16:49,SAI,Sainz,engineer,False,Sorry Take a lot about 0:9.2,Monaco,False
17:00,VER,Verstappen,engineer,False,But this outfit is up. You cannot exit behind one. 0:5.6,Monaco,False
17:08,ANT,Antonelli,engineer,False,"Yes, Kimmy. Nice work, pal. Good man. Well done. My man. 43 milliseconds. 0:19.6",Monaco,False
17:11,LEC,Leclerc,driver,False,"Uh, that was going to be the last one, you know. That's it. 0:10.1",Monaco,False
17:11,VER,Verstappen,engineer,False,"Ah, hard luck mate, four hundredths, it's front row, front row. Ah, ha, ah, it's a shame, it's a shame, but still, I think that, that, guys, ah, that's a shame, but still, still get the result. Absolutely mate, came off, well done. 0:19.5",Monaco,False
17:12,VER,Verstappen,engineer,False,"Well done Max, that was nailed, and more than that, I think you deserve a bit more than that P2, but it's a mega good news for everyone, well done. Yeah, I mean, it was a good period, we had a massive jump, so well done. 0:22.1",Monaco,False
17:18,ANT,Antonelli,engineer,False,That is bagging give me grande grande. Thanks Toto. Thank you so much 0:9.4,Monaco,False
11:36,BOR,Bortoleto,engineer,False,Everything is fine. Now is a good chance to get the feeling proper of the car. Come on. Leave me alone. 0:11.1,Monaco,False
11:52,OCO,Ocon,driver,False,"That's it, Gérard. That's it. Yeah, that's it. 0:12.3",Monaco,False
12:18,LEC,Leclerc,driver,True,AUDIO ONLY,Monaco,False
12:18,GAS,Gasly,driver,True,AUDIO ONLY,Monaco,False
12:33,ALO,Alonso,engineer,False,It's Fernando tailwind into turn 10 similar to yesterday 0:5.2,Monaco,False
12:35,BOT,Bottas,driver,False,"There's a lot of smoke on the front brake. It's burning. Front brake, it's getting worse. I'm just trying not to use the brakes. 0:13",Monaco,False
12:38,PER,Perez,driver,False,"I'm catching fire from the left, left brake. 0:7.1",Monaco,False
12:52,ANT,Antonelli,driver,False,"Where did I lose two doors? Mid to exit turn 1, you can take less kerb and exit turn 12. 0:12.5",Monaco,False
12:55,OCO,Ocon,driver,False,"Do something for the string when it's better, but it's too stiff, way too stiff. Understood. 0:8.5",Monaco,False
12:58,LAW,Lawson,driver,False,"I had no idea what happened, but I just hit a bump and nearly lost the car. 0:9.4",Monaco,False
12:58,ANT,Antonelli,driver,False,"I don't need it, man. Completely in the way. Yeah, copied. Saw that. 0:7.9",Monaco,False
12:59,ANT,Antonelli,driver,False,"That was going to be quite a good one, Bob. Yep. 0:06",Monaco,False
13:04,PIA,Piastri,driver,False,"I'm struggling a bit picking up the throttle through turn 3 just gives the clock that bit of understeer, entry stability is okay there now. 0:11.6",Monaco,False
13:07,LAW,Lawson,driver,False,"Oh, that was close. 0:05",Monaco,False
13:13,HAD,Hadjar,driver,False,"Yeah, f***ed up. Yeah, it's still incredibly understeery there. And they're being 3 -4? Yeah, it's crazy. Okay, copy. 0:13.3",Monaco,False
13:16,RUS,Russell,driver,False,Oh 0:6.4,Monaco,False
13:18,BEA,Bearman,driver,False,"I'm sorry guys, it's the f***ing botamy. Are you okay? Yeah, oh my god, guys, I'm so sorry. I'm so sorry. Yeah, we'll get it fixed for Poliali, so I'm sure you're okay. 0:17.4",Monaco,False
13:28,LEC,Leclerc,driver,False,These brakes are horrendous! Horrendous! 0:6.8,Monaco,False
13:33,NOR,Norris,driver,False,I go to my way. I did all purpose 0:6.5,Monaco,False
13:33,HAM,Hamilton,driver,False,"Norris exaggerated it to the larger to 10 -15, trying to make it look like I'm looking in. Copy. 0:11.6",Monaco,False
13:35,LEC,Leclerc,driver,False,"I just had zero to zero feelings with this brake, it's unbelievable, the car is doing something different every time I got the brake, it really f***ed me up so much. 0:16.4",Monaco,False
12:20,HAM,Hamilton,driver,True,AUDIO ONLY,Pre-Season Testing,False
