Grand Prix,Timestamp,Driver Code,Driver Name,Speaker,Message
Hungarian,17:05,GAS,Gasly,PIT,"If something feels wrong on the car, it's extremely bad. Okay, worse than P1, question? Yes, I have a look, it just feels broken in turn 12, something with the front is wrong."
Hungarian,17:07,RUS,Russell,Russell,"Look at that dreadful display, the car is so out of balance."
Hungarian,17:09,ANT,Antonelli,PIT,"My god, they almost spun twice on braking. What is going on? Yeah, copy. I think we should both drop a bit of air balance That's all you think No, but I keep blocking the rear ."
Hungarian,17:26,HAD,Hadjar,Hadjar,"The mess, the chicane, I don't know what the f*** is happening, I'm slowing down as hard as I can, and I can't, just can't hit the apex, like, I have to handbrake the corner. Copy, keep walking on the suggestion."
Hungarian,17:37,ANT,Antonelli,Antonelli,"Yeah, but I keep locking the rear, man. It's it's too much ."
Hungarian,17:50,LIN,Lindblad,Lindblad,"Yeah, I mean I thought it's different but what the cross practice ."
Hungarian,13:25,GAS,Gasly,Gasly,AUDIO ONLY .
Hungarian,13:36,VER,Verstappen,Verstappen,"I can't believe all these guys, that was actually really dangerous, I could even slam on the brakes ."
Hungarian,13:38,BOR,Bortoleto,Bortoleto,You think the damper is okay on the right side. I had a lot of bouncing out of 13.
Hungarian,13:41,VER,Verstappen,Verstappen,"and the car is jumping like crazy, really bad jumping on the front axle, really bad."
Hungarian,13:44,LAW,Lawson,PIT,"I had some really, really bad engine braking as well at my low speed. Switchy last sector. Just really difficult to drive the car."
Hungarian,13:51,HAM,Hamilton,Hamilton,That car feels pretty bad. Right. Very poor. We're all stiff. It's too stiff.
Hungarian,14:01,FOR,Fornaroli,PIT,The rear wing is working well .
Hungarian,14:03,VER,Verstappen,Verstappen,"How are shifts? Same, it's not good. What's ride? Same, not good. And lag? A little bit better in the last corner now because of the gear."
Hungarian,14:09,HAM,Hamilton,Hamilton,AUDIO ONLY .
Hungarian,14:10,HAM,Hamilton,Hamilton,AUDIO ONLY .
Hungarian,14:10,HAM,Hamilton,Hamilton,"Something's wrong with the upshifts and downshifts, like downgraded upshifts and downshifts all the time."
Hungarian,14:22,LEC,Leclerc,Leclerc,"Uh, that's a big broke. Copy, boss."
Hungarian,14:35,FOR,Fornaroli,PIT,"Thanks guys for a good weekend, we really thought about the mistake on the top half."
Monaco,14:24,HAM,Hamilton,Hamilton,AUDIO ONLY .
Monaco,14:28,LAW,Lawson,Lawson,Well done everybody. You're doing a good job. You've done my best. Today doesn't make it worth it. Thank you Liam. 0:11.5
Monaco,15:04,VER,Verstappen,Verstappen,What should I do? Just bring it home for these guys. 0:7.3
Monaco,15:09,VER,Verstappen,Verstappen,"Oh, nice. What the f***, guys? What the f***? 0:5.7"
Monaco,15:09,NOR,Norris,Norris,But it's outside his grid box . 0:6.6
Monaco,15:13,HAM,Hamilton,Hamilton,Where is the foster despite the entry free and then 34 . 0:5.6
Monaco,15:22,HAD,Hadjar,PIT,I don't know. I don't know. 0:6.3
Monaco,15:23,RUS,Russell,Russell,How do I hide the front left grain and he won't be out for much longer I don't think. Just make sure you've got good tyres when he does get out of the way. 0:10.2
Monaco,15:26,RUS,Russell,PIT,"And George, how much pace would you have in clear air? At least one second, I think. 0:8.8"
Monaco,15:28,HAD,Hadjar,PIT,board six board six we're looking to it mate we're looking to it also the pilot is down the pilot . 0:11.2
Monaco,15:37,HAD,Hadjar,Hadjar,"Yeah, no power out of 8. Out of 8. Yeah, copy that, mate. We can see the issue. We're trying to work on a fix. You're doing a great job. Engine 3, position 11. Engine 3, position 11. 0:13.7"
Monaco,15:38,RUS,Russell,Russell,That's a lot in advance it they can't keep it on the truck. They need to get the dismount copy It is our break itself. We don't know tires . 0:12.4
Monaco,15:40,SAI,Sainz,PIT,"What do you think about Plan B? Err, repeat what was Plan B, now I forgot it. Take IA, heading out at the stop. 0:9.5"
Monaco,15:41,SAI,Sainz,Sainz,"It's up to you, you already followed me. 0:3.9"
Monaco,15:42,BEA,Bearman,Bearman,"Sorry guys, on our weekend. Yeah, sorry Oli. We'll go again next week. Yeah. 0:7.1"
Monaco,15:47,HAD,Hadjar,Hadjar,"Hey, the problem is still real. Yeah, we're still looking for another fix. We are looking for another fix . 0:8.2"
Monaco,15:57,NOR,Norris,PIT,ladder we want to do the holding strategy on Russell we want to build up the seconds over the next couple of laps . 0:9.4
Monaco,16:00,NOR,Norris,PIT,"Lado, we're going to box this lap and retire the car, we're going to box the lap and retire the car. 0:8.8"
Monaco,16:02,ALB,Albon,Albon,"Is there a reason for this? Because if I'm Peter, what should I do? I mean, I'm happy to do it, but are we just risking something for nothing? 0:14.5"
Monaco,16:04,NOR,Norris,Norris,Something's wrong. I got nothing my battery . 0:6.1
Monaco,16:05,SAI,Sainz,PIT,"You end point now, no mistake. 0:4.1"
Monaco,16:07,ANT,Antonelli,PIT,"And if we were to stop again, I'm a safety car, we have plenty of margin, you just have to be really careful on the entry and exit. What you did last time was perfectly fine. Yeah, but I don't think we need to stop. No, no, no, it's only a safer car. You can get a free stop, that's all. 0:18.6"
Monaco,16:14,ANT,Antonelli,Antonelli,And there's something weird with the engine off the hill. Let's have a look. 0:6.8
Monaco,16:16,ANT,Antonelli,PIT,"Okay, give me fastest lap, we don't beat them. 0:06"
Monaco,16:23,ANT,Antonelli,Antonelli,"What do I do I was too late, okay . 0:9.3"
Monaco,16:29,RUS,Russell,Russell,"And have I served my penalty or not? I spent about 10 seconds in the pit lane. Not listening to Hajar. Watch, let's talk about it after. Yeah, I just need to know. If I'm in a 5 second penalty and I'm still behind Hajar on hard times... George, I'll give you the messages as the messages come through, okay? Yeah, alright, thanks. 0:20.5"
Monaco,16:31,LEC,Leclerc,Leclerc,"Honestly, I'm not even going to take the f***ing plane. Please f***ing brake! 0:8.3"
Monaco,16:57,RUS,Russell,Russell,"And Josh, thank you, Alex. Way more than thanks, Alex. Can't be. 0:08"
Monaco,17:10,PIA,Piastri,PIT,"Oscar, the FAA have said unlikely discrepancy for the standing restock would be some laps behind the safety car. They've said they'll take a very dim view if people leave for more than 10 car lengths. 0:14.7"
Monaco,17:13,HAD,Hadjar,PIT,"Yeah, keep pushing, keep pushing, aeronaut power, it's coming back. 0:10.3"
Monaco,17:22,HAM,Hamilton,PIT,"And delay turn in 5 and 6. Thank you, sir. 0:6.3"
Monaco,17:28,HAM,Hamilton,PIT,"And well done, Lewis. Great job, guys. Sorry I couldn't pull the win. Sorry I couldn't get the win in the end. They just had the upper hand on us this weekend. But mega result. Really grateful for all the hard work. And let's continue to push. Thank you. Grazie a tutti. Grazie a tutti, Lewis. For today, we can be happy. 0:39.2"
Monaco,17:32,LIN,Lindblad,PIT,"Pistons, Arvid, well done. Well, congratulations, everyone. Unbelievable result. Amazing work. Yeah, thank you to everyone. Thank you to everyone on the track and fans and all the team kids as well. Amazing result from the team. Congratulations. Arvid, it's Arlen. Well done, mate. Thank you for your patience. Thank you for your team play. It paid off. Brilliant, brilliant stuff. Yeah, congratulations, guys. Thanks, Arlen. It was a real team effort today. We got some luck, but amazing execution from everyone. So, thank you. Well done, well done. Everyone is being big time here, Arvid. Very good difference. 0:48.4"
Monaco,17:34,PIA,Piastri,PIT,"Good afternoon mate, that was good, good progress from an E7 start. Yep, yeah well done, uh yeah, Debra did make up those three spots on pace but uh, we stuck in at 1 .2 and well done. Yeah I heard what you said, we will be obviously doing everything we can for the bay and Austin. Just to say again, good good job mate, I know we did lag pace but uh we kept it clean, we stayed out of trouble most of it and uh, it's a good result for the way we're going this weekend. 0:36.4"
Monaco,17:36,ALB,Albon,PIT,"Alex it was a tough afternoon to walk away with, V8 is a good result, well done to you, I know it's tough out there with all the battery issues and the car, I'll look into that, but well done, V8, really good points, we'll keep moving forward. Yeah thanks James. Yeah it'll be interesting to see how everyone watches this. Hey so who is it? Straight by Steve. Yeah well done, it's been a weekend so thanks everyone, thanks for all the hard work. 0:27.6"
Monaco,17:38,OCO,Ocon,PIT,"Nice job. We definitely deserve this one. Yeah, good job, guys. Good job. Hats off to the strategists today. That was quite impressive. Thank you. Shout out to Hazard and Edge. Yes. Okay, Aseran. We're P9, actually, because Niko got a 10 -second penalty. Copy that. Awesome. Awesome. Was Hatch our third? Yes, yes, he is, actually. Yeah, super happy for him. That's nice. I'm very happy for us, too. So, P1, wait a few seconds, and go to P0. Thank you for this weekend, guys. Thank you, man. 0:44.2"
Monaco,15:59,GAS,Gasly,Gasly,"I'm feeling the sun, I'm feeling the sun, it's pretty hot. 0:6.2"
Monaco,16:01,LIN,Lindblad,PIT,"I mean, both the styles are harsher than what we had in Detroit. We are in a better place. 0:6.4"
Monaco,16:02,HAM,Hamilton,Hamilton,Charles backing into me . 0:5.9
Monaco,16:05,HAD,Hadjar,Hadjar,"Man, that's the worst rep. Oh, come on. Yeah, we're going to bleed. 0:7.6"
Monaco,16:15,BOR,Bortoleto,Bortoleto,I broke the front suspension. 0:4.9
Monaco,16:26,BEA,Bearman,PIT,"10 -4 -3, that's clear, ping. I'm lucky with that yellow. F***, man, so lucky. Yeah, sorry, I'll leave. Oh, guys, I gave it everything on the path, I'm sorry. We needed more of them. 0:17.7"
Monaco,16:27,OCO,Ocon,PIT,"P -17, signs with us. Oh, yes, yes, yes. Yep. 0:8.5"
Monaco,16:29,BEA,Bearman,Bearman,"I'm so sorry guys because it all works out fine for them. I'm really sorry. Yeah, it's what sometimes other . 0:7.8"
Monaco,16:32,VER,Verstappen,Verstappen,"You know that? What the f*** are you doing? You're like a mechanic, an idiot. 0:7.6"
Monaco,16:41,RUS,Russell,Russell,"If you think we need a drop flap, if you're seeing something with surface imbalance, then you shout. We just think we need to be sliding the front some more and overheating the rears less. 0:15.3"
Monaco,16:46,LEC,Leclerc,PIT,"I'm supposed to be pushing, but we need to be clear on the driver, I push, or I don't. 0:6.4"
Monaco,16:49,SAI,Sainz,PIT,Sorry Take a lot about . 0:9.2
Monaco,17:00,VER,Verstappen,PIT,But this outfit is up. You cannot exit behind one. 0:5.6
Monaco,17:08,ANT,Antonelli,PIT,"Yes, Kimmy. Nice work, pal. Good man. Well done. My man. 43 milliseconds. 0:19.6"
Monaco,17:11,LEC,Leclerc,Leclerc,"Uh, that was going to be the last one, you know. That's it. 0:10.1"
Monaco,17:11,VER,Verstappen,PIT,"Ah, hard luck mate, four hundredths, it's front row, front row. Ah, ha, ah, it's a shame, it's a shame, but still, I think that, that, guys, ah, that's a shame, but still, still get the result. Absolutely mate, came off, well done. 0:19.5"
Monaco,17:12,VER,Verstappen,PIT,"Well done Max, that was nailed, and more than that, I think you deserve a bit more than that P2, but it's a mega good news for everyone, well done. Yeah, I mean, it was a good period, we had a massive jump, so well done. 0:22.1"
Monaco,17:18,ANT,Antonelli,PIT,That is bagging give me grande grande. Thanks Toto. Thank you so much . 0:9.4
Monaco,11:36,BOR,Bortoleto,PIT,Everything is fine. Now is a good chance to get the feeling proper of the car. Come on. Leave me alone. 0:11.1
Monaco,11:52,OCO,Ocon,Ocon,"That's it, Gérard. That's it. Yeah, that's it. 0:12.3"
Monaco,12:18,LEC,Leclerc,Leclerc,AUDIO ONLY .
Monaco,12:18,GAS,Gasly,Gasly,AUDIO ONLY .
Monaco,12:33,ALO,Alonso,PIT,It's Fernando tailwind into turn 10 similar to yesterday . 0:5.2
Monaco,12:35,BOT,Bottas,Bottas,"There's a lot of smoke on the front brake. It's burning. Front brake, it's getting worse. I'm just trying not to use the brakes. 0:13"
Monaco,12:38,PER,Perez,Perez,"I'm catching fire from the left, left brake. 0:7.1"
Monaco,12:52,ANT,Antonelli,Antonelli,"Where did I lose two doors? Mid to exit turn 1, you can take less kerb and exit turn 12. 0:12.5"
Monaco,12:55,OCO,Ocon,Ocon,"Do something for the string when it's better, but it's too stiff, way too stiff. Understood. 0:8.5"
Monaco,12:58,LAW,Lawson,Lawson,"I had no idea what happened, but I just hit a bump and nearly lost the car. 0:9.4"
Monaco,12:58,ANT,Antonelli,Antonelli,"I don't need it, man. Completely in the way. Yeah, copied. Saw that. 0:7.9"
Monaco,12:59,ANT,Antonelli,Antonelli,"That was going to be quite a good one, Bob. Yep. 0:06"
Monaco,13:04,PIA,Piastri,Piastri,"I'm struggling a bit picking up the throttle through turn 3 just gives the clock that bit of understeer, entry stability is okay there now. 0:11.6"
Monaco,13:07,LAW,Lawson,Lawson,"Oh, that was close. 0:05"
Monaco,13:13,HAD,Hadjar,Hadjar,"Yeah, f***ed up. Yeah, it's still incredibly understeery there. And they're being 3 -4? Yeah, it's crazy. Okay, copy. 0:13.3"
Monaco,13:16,RUS,Russell,Russell,Oh . 0:6.4
Monaco,13:18,BEA,Bearman,Bearman,"I'm sorry guys, it's the f***ing botamy. Are you okay? Yeah, oh my god, guys, I'm so sorry. I'm so sorry. Yeah, we'll get it fixed for Poliali, so I'm sure you're okay. 0:17.4"
Monaco,13:28,LEC,Leclerc,Leclerc,These brakes are horrendous! Horrendous! 0:6.8
Monaco,13:33,NOR,Norris,Norris,I go to my way. I did all purpose . 0:6.5
Monaco,13:33,HAM,Hamilton,Hamilton,"Norris exaggerated it to the larger to 10 -15, trying to make it look like I'm looking in. Copy. 0:11.6"
Monaco,13:35,LEC,Leclerc,Leclerc,"I just had zero to zero feelings with this brake, it's unbelievable, the car is doing something different every time I got the brake, it really f***ed me up so much. 0:16.4"
Pre-Season Testing,12:20,HAM,Hamilton,Hamilton,AUDIO ONLY .
